coo: 37.1307079_-6.4847347;E 00:00:00;A 00:00:00;E 00:20:00;A 00:20:00;E 00:40:00;A 00:40:00;E 01:00:00;A 01:00:00;E 01:20:00;A 01:20:00;E 01:40:00;A 01:40:00;E 02:00:00;A 02:00:00;E 02:20:00;A 02:20:00;E 02:40:00;A 02:40:00;E 03:00:00;A 03:00:00;E 03:20:00;A 03:20:00;E 03:40:00;A 03:40:00;E 04:00:00;A 04:00:00;E 04:20:00;A 04:20:00;E 04:40:00;A 04:40:00;E 05:00:00;A 05:00:00;E 05:20:00;A 05:20:00;E 05:40:00;A 05:40:00;E 06:00:00;A 06:00:00;E 06:20:00;A 06:20:00;E 06:40:00;A 06:40:00;E 07:00:00;A 07:00:00;E 07:20:00;A 07:20:00;E 07:40:00;A 07:40:00;E 08:00:00;A 08:00:00;E 08:20:00;A 08:20:00;E 08:40:00;A 08:40:00;E 09:00:00;A 09:00:00;E 09:20:00;A 09:20:00;E 09:40:00;A 09:40:00;E 10:00:00;A 10:00:00;E 10:20:00;A 10:20:00;E 10:40:00;A 10:40:00;E 11:00:00;A 11:00:00;E 11:20:00;A 11:20:00;E 11:40:00;A 11:40:00;E 12:00:00;A 12:00:00;E 12:20:00;A 12:20:00;E 12:40:00;A 12:40:00;E 13:00:00;A 13:00:00;E 13:20:00;A 13:20:00;E 13:40:00;A 13:40:00;E 14:00:00;A 14:00:00;E 14:20:00;A 14:20:00;E 14:40:00;A 14:40:00;E 15:00:00;A 15:00:00;E 15:20:00;A 15:20:00;E 15:40:00;A 15:40:00;E 16:00:00;A 16:00:00;E 16:20:00;A 16:20:00;E 16:40:00;A 16:40:00;E 17:00:00;A 17:00:00;E 17:20:00;A 17:20:00;E 17:40:00;A 17:40:00;E 18:00:00;A 18:00:00;E 18:20:00;A 18:20:00;E 18:40:00;A 18:40:00;E 19:00:00;A 19:00:00;E 19:20:00;A 19:20:00;E 19:40:00;A 19:40:00;E 20:00:00;A 20:00:00;E 20:20:00;A 20:20:00;E 20:40:00;A 20:40:00;E 21:00:00;A 21:00:00;E 21:20:00;A 21:20:00;E 21:40:00;A 21:40:00;E 22:00:00;A 22:00:00;E 22:20:00;A 22:20:00;E 22:40:00;A 22:40:00;E 23:00:00;A 23:00:00;E 23:20:00;A 23:20:00;E 23:40:00;A 23:40:00;
2024-05-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.21;69.96;5.99;72.89;9.83;75.76;13.72;78.59;17.65;81.41;21.60;84.25;25.58;87.13;29.57;90.10;33.55;93.19;37.53;96.44;41.48;99.92;45.38;103.71;49.22;107.91;52.96;112.63;56.56;118.06;59.98;124.42;63.12;131.99;65.86;141.07;68.07;151.91;69.56;164.50;70.17;178.28;69.80;192.22;68.52;205.18;66.48;216.48;63.85;225.99;60.80;233.91;57.45;240.54;53.89;246.18;50.18;251.07;46.36;255.38;42.47;259.26;38.54;262.82;34.57;266.13;30.59;269.25;26.61;272.25;22.63;275.15;18.68;278.00;14.75;280.83;10.85;283.66;7.01;286.52;3.22;289.43;-0.50;292.42;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-05-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.38;69.76;6.16;72.68;10.00;75.54;13.88;78.37;17.81;81.19;21.76;84.02;25.74;86.90;29.72;89.85;33.71;92.93;37.69;96.17;41.64;99.64;45.54;103.41;49.39;107.59;53.14;112.30;56.75;117.72;60.18;124.07;63.33;131.64;66.10;140.75;68.32;151.66;69.82;164.36;70.43;178.30;70.06;192.39;68.77;205.47;66.70;216.83;64.05;226.37;60.99;234.29;57.62;240.91;54.05;246.54;50.33;251.41;46.51;255.70;42.62;259.57;38.68;263.11;34.71;266.40;30.73;269.52;26.75;272.50;22.77;275.40;18.82;278.24;14.89;281.06;11.00;283.88;7.16;286.74;3.37;289.65;-0.34;292.63;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-05-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.55;69.56;6.32;72.48;10.16;75.34;14.04;78.16;17.96;80.96;21.91;83.79;25.89;86.66;29.87;89.61;33.86;92.67;37.84;95.90;41.79;99.36;45.70;103.12;49.55;107.28;53.31;111.97;56.93;117.38;60.37;123.72;63.54;131.29;66.32;140.42;68.56;151.40;70.08;164.21;70.69;178.30;70.32;192.55;69.01;205.75;66.92;217.18;64.26;226.75;61.17;234.67;57.79;241.28;54.21;246.89;50.48;251.74;46.65;256.02;42.76;259.86;38.82;263.39;34.85;266.67;30.86;269.77;26.88;272.75;22.91;275.64;18.95;278.47;15.03;281.28;11.14;284.10;7.30;286.95;3.52;289.85;-0.19;292.83;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-05-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.72;69.37;6.48;72.28;10.31;75.13;14.19;77.94;18.11;80.75;22.06;83.56;26.03;86.42;30.02;89.36;34.01;92.42;37.98;95.64;41.94;99.08;45.85;102.82;49.71;106.97;53.47;111.65;57.11;117.03;60.56;123.36;63.74;130.94;66.54;140.10;68.80;151.13;70.33;164.05;70.95;178.30;70.57;192.71;69.24;206.03;67.14;217.53;64.45;227.12;61.35;235.04;57.96;241.64;54.37;247.23;50.63;252.06;46.80;256.32;42.90;260.15;38.95;263.66;34.98;266.93;31.00;270.03;27.02;272.99;23.04;275.87;19.09;278.70;15.17;281.50;11.29;284.32;7.45;287.16;3.68;290.06;-0.03;293.03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-05-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.81;66.18;2.88;69.17;6.64;72.08;10.46;74.92;14.34;77.73;18.25;80.53;22.20;83.34;26.17;86.19;30.16;89.12;34.15;92.16;38.12;95.37;42.08;98.80;46.00;102.53;49.86;106.66;53.63;111.32;57.28;116.69;60.74;123.01;63.93;130.58;66.75;139.76;69.03;150.85;70.57;163.89;71.20;178.29;70.81;192.86;69.47;206.30;67.35;217.87;64.65;227.48;61.53;235.40;58.13;241.99;54.52;247.57;50.78;252.38;46.94;256.62;43.03;260.44;39.09;263.93;35.11;267.19;31.13;270.27;27.15;273.23;23.18;276.10;19.23;278.92;15.31;281.72;11.43;284.52;7.60;287.36;3.83;290.26;0.13;293.23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-05-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.65;65.99;3.03;68.98;6.79;71.88;10.61;74.72;14.48;77.52;18.39;80.32;22.34;83.12;26.31;85.96;30.29;88.88;34.28;91.92;38.26;95.11;42.22;98.53;46.14;102.24;50.01;106.35;53.79;111.00;57.44;116.35;60.91;122.66;64.12;130.23;66.96;139.42;69.25;150.57;70.81;163.72;71.44;178.28;71.05;193.00;69.70;206.56;67.56;218.20;64.84;227.84;61.71;235.76;58.29;242.34;54.67;247.90;50.92;252.69;47.08;256.92;43.17;260.72;39.22;264.20;35.25;267.44;31.26;270.51;27.28;273.46;23.31;276.32;19.36;279.13;15.45;281.93;11.57;284.73;7.74;287.56;3.98;290.45;0.28;293.42;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-05-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.50;65.81;3.18;68.79;6.93;71.69;10.75;74.52;14.62;77.32;18.53;80.10;22.47;82.90;26.44;85.74;30.42;88.65;34.41;91.67;38.39;94.85;42.35;98.26;46.28;101.96;50.15;106.05;53.93;110.68;57.60;116.01;61.08;122.31;64.31;129.87;67.16;139.08;69.47;150.29;71.04;163.54;71.68;178.25;71.29;193.14;69.92;206.82;67.77;218.53;65.03;228.19;61.88;236.11;58.45;242.68;54.82;248.22;51.07;253.00;47.22;257.20;43.30;260.99;39.35;264.46;35.38;267.69;31.39;270.75;27.41;273.68;23.44;276.54;19.50;279.34;15.58;282.13;11.71;284.92;7.89;287.75;4.12;290.64;0.43;293.60;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-05-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.35;65.62;3.32;68.60;7.07;71.49;10.88;74.33;14.75;77.12;18.66;79.90;22.60;82.69;26.56;85.51;30.55;88.42;34.53;91.43;38.52;94.60;42.48;97.99;46.41;101.67;50.28;105.75;54.08;110.36;57.75;115.68;61.24;121.95;64.48;129.51;67.35;138.74;69.68;150.00;71.27;163.36;71.92;178.22;71.52;193.27;70.14;207.08;67.97;218.85;65.21;228.54;62.05;236.46;58.61;243.01;54.97;248.53;51.21;253.29;47.35;257.49;43.44;261.25;39.48;264.71;35.51;267.93;31.52;270.97;27.54;273.90;23.57;276.75;19.63;279.54;15.72;282.33;11.85;285.12;8.03;287.94;4.27;290.82;0.59;293.78;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-05-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.21;65.44;3.46;68.42;7.21;71.31;11.01;74.13;14.88;76.92;18.78;79.69;22.72;82.47;26.69;85.30;30.67;88.19;34.65;91.19;38.64;94.35;42.60;97.72;46.53;101.39;50.41;105.45;54.21;110.04;57.89;115.34;61.40;121.60;64.65;129.15;67.54;138.40;69.89;149.70;71.49;163.17;72.15;178.19;71.74;193.40;70.35;207.32;68.16;219.16;65.39;228.87;62.21;236.79;58.76;243.33;55.12;248.84;51.35;253.58;47.49;257.76;43.57;261.51;39.61;264.95;35.63;268.16;31.65;271.20;27.67;274.11;23.70;276.95;19.76;279.74;15.85;282.52;11.99;285.30;8.17;288.12;4.42;290.99;0.73;293.95;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-05-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.07;65.27;3.60;68.24;7.34;71.12;11.14;73.94;15.00;76.72;18.90;79.49;22.84;82.27;26.80;85.08;30.78;87.96;34.77;90.95;38.75;94.10;42.72;97.46;46.65;101.12;50.54;105.16;54.34;109.73;58.03;115.01;61.55;121.25;64.82;128.80;67.72;138.05;70.09;149.40;71.71;162.97;72.37;178.14;71.96;193.52;70.56;207.56;68.36;219.47;65.57;229.20;62.38;237.12;58.91;243.65;55.26;249.14;51.48;253.87;47.62;258.03;43.70;261.76;39.74;265.19;35.76;268.39;31.77;271.41;27.80;274.32;23.83;277.15;19.89;279.94;15.99;282.70;12.12;285.48;8.31;288.30;4.56;291.17;0.88;294.11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-05-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.07;65.09;3.73;68.06;7.46;70.94;11.26;73.75;15.11;76.53;19.01;79.29;22.95;82.06;26.91;84.87;30.89;87.74;34.88;90.72;38.86;93.86;42.83;97.21;46.77;100.84;50.66;104.87;54.47;109.42;58.16;114.68;61.69;120.91;64.98;128.44;67.89;137.70;70.28;149.10;71.92;162.76;72.59;178.09;72.18;193.62;70.77;207.79;68.55;219.76;65.74;229.52;62.54;237.44;59.06;243.96;55.40;249.43;51.62;254.14;47.75;258.28;43.82;262.01;39.86;265.42;35.88;268.61;31.90;271.62;27.92;274.52;23.96;277.34;20.02;280.12;16.12;282.88;12.25;285.66;8.45;288.47;4.70;291.33;1.03;294.27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-05-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.19;64.92;3.85;67.88;7.58;70.76;11.38;73.57;15.23;76.34;19.12;79.10;23.06;81.86;27.02;84.66;30.99;87.52;34.98;90.49;38.96;93.62;42.93;96.95;46.88;100.57;50.77;104.58;54.58;109.11;58.29;114.35;61.83;120.56;65.13;128.08;68.06;137.35;70.47;148.79;72.12;162.55;72.80;178.03;72.39;193.73;70.97;208.02;68.73;220.05;65.91;229.84;62.69;237.75;59.21;244.26;55.54;249.72;51.75;254.41;47.88;258.54;43.95;262.25;39.99;265.65;36.01;268.82;32.02;271.83;28.04;274.72;24.08;277.53;20.15;280.30;16.25;283.06;12.39;285.83;8.58;288.63;4.84;291.49;1.17;294.43;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-05-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.32;64.75;3.97;67.71;7.69;70.58;11.49;73.39;15.33;76.16;19.23;78.91;23.16;81.66;27.12;84.45;31.09;87.31;35.08;90.27;39.06;93.38;43.04;96.70;46.98;100.31;50.87;104.30;54.70;108.81;58.41;114.03;61.96;120.22;65.27;127.73;68.22;137.00;70.65;148.48;72.32;162.33;73.00;177.96;72.60;193.82;71.16;208.23;68.91;220.33;66.08;230.14;62.85;238.06;59.35;244.55;55.68;249.99;51.88;254.67;48.00;258.78;44.07;262.48;40.11;265.86;36.13;269.03;32.14;272.02;28.17;274.91;24.21;277.71;20.27;280.48;16.37;283.23;12.52;285.99;8.72;288.79;4.98;291.64;1.31;294.58;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-05-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.44;64.59;4.08;67.54;7.80;70.41;11.59;73.21;15.44;75.97;19.33;78.72;23.25;81.47;27.21;84.25;31.19;87.10;35.17;90.05;39.16;93.15;43.13;96.46;47.08;100.05;50.98;104.02;54.80;108.51;58.52;113.71;62.09;119.88;65.41;127.37;68.38;136.65;70.82;148.16;72.51;162.11;73.21;177.88;72.80;193.90;71.35;208.44;69.09;220.61;66.24;230.43;63.00;238.35;59.49;244.83;55.81;250.26;52.01;254.92;48.13;259.02;44.19;262.70;40.23;266.08;36.25;269.23;32.26;272.21;28.29;275.09;24.33;277.89;20.40;280.64;16.50;283.39;12.65;286.15;8.85;288.94;5.11;291.79;1.45;294.72;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-05-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.55;64.42;4.19;67.37;7.91;70.24;11.69;73.04;15.53;75.80;19.42;78.53;23.34;81.28;27.30;84.05;31.27;86.89;35.26;89.83;39.25;92.92;43.22;96.22;47.17;99.79;51.07;103.75;54.90;108.22;58.63;113.40;62.20;119.55;65.54;127.02;68.53;136.29;70.99;147.84;72.69;161.88;73.40;177.80;72.99;193.98;71.54;208.64;69.26;220.87;66.40;230.72;63.15;238.64;59.63;245.11;55.94;250.52;52.13;255.16;48.25;259.25;44.31;262.91;40.35;266.28;36.36;269.42;32.38;272.40;28.40;275.26;24.45;278.06;20.52;280.81;16.62;283.55;12.77;286.30;8.98;289.09;5.25;291.93;1.59;294.86;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-05-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.66;64.26;4.29;67.21;8.01;70.07;11.79;72.87;15.62;75.62;19.51;78.35;23.43;81.09;27.38;83.86;31.36;86.69;35.34;89.62;39.33;92.70;43.30;95.98;47.25;99.54;51.16;103.48;55.00;107.93;58.74;113.09;62.32;119.21;65.67;126.67;68.67;135.94;71.14;147.52;72.87;161.64;73.59;177.71;73.18;194.05;71.72;208.82;69.43;221.12;66.55;230.99;63.29;238.91;59.77;245.37;56.07;250.77;52.26;255.40;48.37;259.47;44.43;263.12;40.46;266.48;36.48;269.61;32.50;272.58;28.52;275.43;24.57;278.22;20.64;280.96;16.75;283.70;12.90;286.44;9.11;289.23;5.38;292.07;1.72;294.99;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-05-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.76;64.11;4.39;67.05;8.10;69.91;11.88;72.70;15.71;75.45;19.59;78.18;23.51;80.91;27.46;83.67;31.44;86.49;35.42;89.42;39.41;92.48;43.38;95.75;47.34;99.30;51.25;103.22;55.09;107.65;58.83;112.78;62.42;118.89;65.78;126.33;68.80;135.59;71.30;147.20;73.04;161.40;73.77;177.60;73.36;194.10;71.89;209.00;69.59;221.36;66.71;231.26;63.43;239.18;59.90;245.62;56.20;251.01;52.38;255.62;48.49;259.68;44.55;263.32;40.58;266.66;36.59;269.78;32.61;272.75;28.64;275.60;24.68;278.37;20.76;281.11;16.87;283.84;13.02;286.58;9.23;289.36;5.51;292.20;1.86;295.12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-05-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.86;63.96;4.48;66.90;8.19;69.75;11.96;72.54;15.79;75.28;19.67;78.00;23.59;80.73;27.54;83.48;31.51;86.30;35.49;89.21;39.48;92.27;43.46;95.53;47.41;99.06;51.33;102.96;55.17;107.37;58.92;112.48;62.52;118.56;65.90;125.99;68.93;135.24;71.44;146.88;73.20;161.16;73.95;177.49;73.54;194.15;72.07;209.17;69.75;221.59;66.85;231.51;63.57;239.43;60.03;245.87;56.32;251.24;52.50;255.84;48.60;259.88;44.66;263.51;40.69;266.85;36.71;269.96;32.72;272.91;28.75;275.75;24.80;278.52;20.87;281.26;16.98;283.98;13.14;286.72;9.36;289.49;5.63;292.32;1.99;295.24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-05-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.95;63.81;4.57;66.74;8.27;69.59;12.04;72.38;15.87;75.12;19.74;77.84;23.66;80.56;27.61;83.30;31.58;86.11;35.56;89.02;39.55;92.06;43.53;95.31;47.48;98.82;51.40;102.71;55.25;107.10;59.01;112.19;62.62;118.25;66.00;125.65;69.05;134.90;71.58;146.55;73.36;160.90;74.12;177.38;73.72;194.19;72.23;209.32;69.91;221.81;67.00;231.76;63.70;239.67;60.16;246.10;56.44;251.46;52.61;256.05;48.72;260.08;44.77;263.70;40.80;267.02;36.82;270.12;32.83;273.07;28.86;275.90;24.91;278.67;20.99;281.39;17.10;284.11;13.26;286.84;9.48;289.61;5.76;292.44;2.12;295.35;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-05-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.03;63.66;4.65;66.60;8.35;69.44;12.11;72.22;15.94;74.96;19.81;77.67;23.73;80.39;27.67;83.13;31.64;85.93;35.62;88.82;39.61;91.86;43.59;95.09;47.55;98.59;51.47;102.46;55.32;106.83;59.09;111.90;62.70;117.94;66.10;125.32;69.17;134.55;71.72;146.22;73.51;160.65;74.28;177.25;73.88;194.22;72.39;209.47;70.06;222.02;67.14;231.99;63.83;239.91;60.28;246.33;56.56;251.68;52.73;256.25;48.83;260.27;44.88;263.88;40.91;267.19;36.93;270.28;32.94;273.22;28.97;276.04;25.02;278.80;21.10;281.52;17.22;284.24;13.38;286.96;9.60;289.73;5.88;292.56;2.24;295.46;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-05-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.11;63.52;4.73;66.45;8.42;69.30;12.18;72.07;16.01;74.80;19.88;77.51;23.79;80.22;27.73;82.96;31.70;85.75;35.68;88.64;39.67;91.66;43.65;94.88;47.61;98.37;51.53;102.22;55.39;106.57;59.16;111.62;62.79;117.63;66.20;124.99;69.27;134.21;71.84;145.90;73.65;160.39;74.44;177.12;74.04;194.23;72.55;209.60;70.20;222.22;67.28;232.21;63.96;240.13;60.40;246.54;56.67;251.88;52.84;256.44;48.94;260.45;44.99;264.04;41.02;267.35;37.03;270.43;33.05;273.36;29.08;276.18;25.13;278.93;21.21;281.65;17.33;284.36;13.49;287.08;9.71;289.84;6.00;292.66;2.36;295.56;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-05-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.19;63.38;4.80;66.31;8.49;69.15;12.25;71.93;16.07;74.65;19.93;77.36;23.84;80.06;27.79;82.79;31.75;85.58;35.73;88.46;39.72;91.47;43.70;94.68;47.66;98.15;51.59;101.99;55.45;106.32;59.23;111.34;62.86;117.33;66.28;124.67;69.37;133.88;71.96;145.57;73.79;160.12;74.59;176.98;74.20;194.24;72.70;209.73;70.35;222.41;67.41;232.42;64.09;240.34;60.52;246.75;56.79;252.07;52.95;256.62;49.05;260.62;45.10;264.21;41.12;267.50;37.14;270.57;33.16;273.49;29.19;276.31;25.24;279.06;21.32;281.77;17.44;284.47;13.60;287.19;9.83;289.95;6.12;292.76;2.48;295.66;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-05-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.26;63.25;4.87;66.17;8.55;69.01;12.31;71.78;16.12;74.51;19.99;77.21;23.90;79.91;27.84;82.63;31.80;85.41;35.78;88.28;39.77;91.28;43.75;94.48;47.71;97.94;51.64;101.76;55.51;106.07;59.29;111.08;62.93;117.04;66.36;124.35;69.47;133.55;72.07;145.25;73.92;159.86;74.74;176.83;74.35;194.24;72.85;209.84;70.49;222.58;67.54;232.62;64.21;240.54;60.63;246.94;56.90;252.26;53.06;256.80;49.15;260.78;45.20;264.36;41.22;267.64;37.24;270.71;33.26;273.62;29.29;276.43;25.34;279.17;21.43;281.88;17.55;284.58;13.72;287.29;9.94;290.05;6.23;292.86;2.60;295.75;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-05-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.33;63.12;4.93;66.04;8.61;68.88;12.36;71.64;16.17;74.37;20.04;77.06;23.94;79.76;27.88;82.47;31.84;85.25;35.82;88.11;39.81;91.10;43.79;94.29;47.76;97.73;51.69;101.54;55.56;105.83;59.35;110.82;63.00;116.75;66.44;124.04;69.56;133.22;72.18;144.93;74.05;159.59;74.87;176.67;74.49;194.22;72.99;209.94;70.62;222.74;67.66;232.80;64.33;240.73;60.75;247.13;57.01;252.43;53.16;256.96;49.25;260.93;45.30;264.50;41.33;267.78;37.34;270.84;33.36;273.74;29.39;276.55;25.45;279.28;21.53;281.98;17.65;284.68;13.82;287.39;10.05;290.14;6.34;292.95;2.72;295.84;-0.82;298.83;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-06-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.39;62.99;4.98;65.91;8.66;68.74;12.41;71.51;16.22;74.23;20.08;76.92;23.98;79.61;27.92;82.32;31.88;85.09;35.86;87.94;39.85;90.93;43.83;94.10;47.80;97.54;51.73;101.32;55.61;105.60;59.40;110.56;63.05;116.47;66.51;123.74;69.64;132.90;72.28;144.61;74.16;159.31;75.01;176.51;74.63;194.20;73.12;210.02;70.75;222.89;67.78;232.97;64.44;240.91;60.86;247.30;57.11;252.59;53.27;257.11;49.35;261.08;45.40;264.64;41.42;267.90;37.44;270.96;33.46;273.86;29.49;276.66;25.55;279.39;21.63;282.08;17.76;284.77;13.93;287.48;10.16;290.22;6.45;293.03;2.83;295.92;-0.71;298.90;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-06-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.44;62.87;5.03;65.79;8.71;68.62;12.46;71.38;16.26;74.10;20.12;76.78;24.02;79.47;27.96;82.18;31.92;84.94;35.90;87.78;39.88;90.76;43.87;93.92;47.83;97.34;51.77;101.12;55.65;105.38;59.44;110.32;63.11;116.21;66.57;123.44;69.71;132.58;72.37;144.29;74.27;159.04;75.13;176.34;74.76;194.16;73.25;210.10;70.87;223.02;67.90;233.13;64.55;241.07;60.96;247.46;57.22;252.75;53.37;257.26;49.45;261.21;45.50;264.76;41.52;268.02;37.54;271.07;33.56;273.97;29.59;276.76;25.64;279.48;21.73;282.18;17.86;284.86;14.03;287.56;10.26;290.31;6.56;293.11;2.94;295.99;-0.60;298.97;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-06-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.49;62.75;5.08;65.67;8.75;68.50;12.49;71.26;16.30;73.97;20.16;76.65;24.05;79.33;27.99;82.04;31.95;84.79;35.93;87.63;39.91;90.60;43.89;93.75;47.86;97.16;51.80;100.92;55.68;105.16;59.48;110.08;63.15;115.94;66.62;123.16;69.78;132.27;72.45;143.98;74.38;158.77;75.25;176.16;74.89;194.11;73.38;210.16;70.99;223.15;68.02;233.28;64.66;241.23;61.07;247.61;57.32;252.89;53.46;257.39;49.55;261.34;45.59;264.88;41.62;268.13;37.63;271.18;33.65;274.07;29.68;276.85;25.74;279.57;21.83;282.26;17.95;284.94;14.13;287.64;10.36;290.38;6.66;293.18;3.04;296.06;-0.49;299.04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
