coo: 37.1307079_-6.4847347;E 00:00:00;A 00:00:00;E 00:20:00;A 00:20:00;E 00:40:00;A 00:40:00;E 01:00:00;A 01:00:00;E 01:20:00;A 01:20:00;E 01:40:00;A 01:40:00;E 02:00:00;A 02:00:00;E 02:20:00;A 02:20:00;E 02:40:00;A 02:40:00;E 03:00:00;A 03:00:00;E 03:20:00;A 03:20:00;E 03:40:00;A 03:40:00;E 04:00:00;A 04:00:00;E 04:20:00;A 04:20:00;E 04:40:00;A 04:40:00;E 05:00:00;A 05:00:00;E 05:20:00;A 05:20:00;E 05:40:00;A 05:40:00;E 06:00:00;A 06:00:00;E 06:20:00;A 06:20:00;E 06:40:00;A 06:40:00;E 07:00:00;A 07:00:00;E 07:20:00;A 07:20:00;E 07:40:00;A 07:40:00;E 08:00:00;A 08:00:00;E 08:20:00;A 08:20:00;E 08:40:00;A 08:40:00;E 09:00:00;A 09:00:00;E 09:20:00;A 09:20:00;E 09:40:00;A 09:40:00;E 10:00:00;A 10:00:00;E 10:20:00;A 10:20:00;E 10:40:00;A 10:40:00;E 11:00:00;A 11:00:00;E 11:20:00;A 11:20:00;E 11:40:00;A 11:40:00;E 12:00:00;A 12:00:00;E 12:20:00;A 12:20:00;E 12:40:00;A 12:40:00;E 13:00:00;A 13:00:00;E 13:20:00;A 13:20:00;E 13:40:00;A 13:40:00;E 14:00:00;A 14:00:00;E 14:20:00;A 14:20:00;E 14:40:00;A 14:40:00;E 15:00:00;A 15:00:00;E 15:20:00;A 15:20:00;E 15:40:00;A 15:40:00;E 16:00:00;A 16:00:00;E 16:20:00;A 16:20:00;E 16:40:00;A 16:40:00;E 17:00:00;A 17:00:00;E 17:20:00;A 17:20:00;E 17:40:00;A 17:40:00;E 18:00:00;A 18:00:00;E 18:20:00;A 18:20:00;E 18:40:00;A 18:40:00;E 19:00:00;A 19:00:00;E 19:20:00;A 19:20:00;E 19:40:00;A 19:40:00;E 20:00:00;A 20:00:00;E 20:20:00;A 20:20:00;E 20:40:00;A 20:40:00;E 21:00:00;A 21:00:00;E 21:20:00;A 21:20:00;E 21:40:00;A 21:40:00;E 22:00:00;A 22:00:00;E 22:20:00;A 22:20:00;E 22:40:00;A 22:40:00;E 23:00:00;A 23:00:00;E 23:20:00;A 23:20:00;E 23:40:00;A 23:40:00;
2024-10-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.05;101.86;3.83;104.91;7.65;108.05;11.40;111.30;15.07;114.69;18.63;118.25;22.08;122.02;25.38;126.02;28.51;130.30;31.44;134.88;34.14;139.79;36.57;145.05;38.68;150.68;40.45;156.65;41.82;162.95;42.77;169.49;43.26;176.20;43.28;182.98;42.84;189.70;41.94;196.27;40.60;202.59;38.88;208.59;36.79;214.25;34.39;219.55;31.72;224.50;28.81;229.11;25.69;233.41;22.41;237.44;18.97;241.22;15.42;244.80;11.76;248.20;8.01;251.45;4.20;254.59;0.32;257.65;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.23;102.17;3.64;105.22;7.45;108.36;11.20;111.61;14.85;115.00;18.41;118.56;21.84;122.32;25.13;126.32;28.25;130.59;31.17;135.16;33.85;140.06;36.27;145.31;38.37;150.92;40.12;156.86;41.48;163.12;42.41;169.63;42.90;176.29;42.92;183.02;42.47;189.70;41.57;196.22;40.24;202.50;38.52;208.47;36.45;214.10;34.06;219.38;31.39;224.30;28.49;228.90;25.39;233.19;22.11;237.21;18.69;240.98;15.14;244.55;11.48;247.95;7.75;251.20;3.93;254.34;0.07;257.39;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.41;102.49;3.45;105.54;7.26;108.67;10.99;111.91;14.64;115.30;18.19;118.86;21.61;122.62;24.89;126.62;27.99;130.88;30.90;135.45;33.57;140.34;35.97;145.57;38.06;151.15;39.79;157.07;41.14;163.29;42.06;169.76;42.54;176.38;42.56;183.06;42.11;189.69;41.21;196.17;39.89;202.41;38.17;208.35;36.11;213.95;33.73;219.20;31.07;224.11;28.18;228.69;25.08;232.97;21.82;236.98;18.40;240.75;14.86;244.31;11.21;247.70;7.48;250.95;3.67;254.09;-0.19;257.13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.60;102.80;3.26;105.84;7.06;108.97;10.79;112.22;14.43;115.60;17.97;119.16;21.38;122.92;24.64;126.91;27.74;131.17;30.63;135.72;33.28;140.60;35.67;145.82;37.74;151.38;39.47;157.27;40.80;163.46;41.72;169.88;42.19;176.46;42.20;183.10;41.75;189.68;40.85;196.12;39.53;202.32;37.83;208.22;35.77;213.79;33.40;219.02;30.75;223.91;27.87;228.48;24.78;232.75;21.52;236.75;18.12;240.51;14.58;244.07;10.95;247.46;7.22;250.70;3.42;253.83;-0.44;256.87;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.79;103.10;3.07;106.15;6.86;109.27;10.58;112.52;14.22;115.90;17.74;119.45;21.14;123.21;24.40;127.20;27.48;131.45;30.36;135.99;33.00;140.86;35.37;146.06;37.43;151.60;39.14;157.46;40.46;163.61;41.37;170.00;41.83;176.54;41.84;183.13;41.39;189.67;40.50;196.06;39.18;202.22;37.48;208.09;35.43;213.64;33.07;218.85;30.44;223.72;27.56;228.27;24.49;232.53;21.24;236.52;17.84;240.28;14.31;243.83;10.68;247.22;6.96;250.46;3.17;253.58;-0.69;256.62;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.88;106.44;6.66;109.57;10.38;112.81;14.00;116.19;17.52;119.74;20.91;123.49;24.15;127.48;27.22;131.72;30.09;136.26;32.72;141.11;35.07;146.29;37.12;151.81;38.82;157.64;40.13;163.77;41.03;170.11;41.48;176.61;41.49;183.16;41.04;189.65;40.15;196.00;38.84;202.13;37.14;207.97;35.10;213.49;32.75;218.67;30.12;223.53;27.26;228.06;24.20;232.31;20.95;236.29;17.56;240.05;14.05;243.59;10.42;246.97;6.71;250.21;2.92;253.33;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.68;106.74;6.46;109.86;10.17;113.10;13.79;116.48;17.30;120.03;20.68;123.77;23.91;127.75;26.96;131.99;29.82;136.52;32.43;141.36;34.77;146.52;36.81;152.02;38.49;157.82;39.80;163.91;40.69;170.22;41.14;176.68;41.14;183.18;40.69;189.63;39.80;195.94;38.50;202.03;36.81;207.84;34.78;213.33;32.43;218.50;29.82;223.33;26.96;227.86;23.91;232.09;20.67;236.07;17.29;239.81;13.78;243.36;10.16;246.73;6.46;249.96;2.67;253.08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.49;107.03;6.27;110.15;9.96;113.38;13.57;116.76;17.07;120.31;20.44;124.05;23.66;128.02;26.71;132.25;29.55;136.77;32.15;141.60;34.48;146.74;36.50;152.22;38.17;158.00;39.47;164.05;40.35;170.33;40.79;176.74;40.79;183.20;40.34;189.61;39.45;195.88;38.16;201.93;36.48;207.71;34.45;213.18;32.12;218.32;29.51;223.14;26.67;227.65;23.62;231.88;20.40;235.84;17.02;239.58;13.52;243.12;9.91;246.49;6.21;249.71;2.43;252.83;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.30;107.32;6.07;110.43;9.76;113.66;13.36;117.04;16.85;120.58;20.21;124.32;23.42;128.29;26.45;132.51;29.28;137.02;31.87;141.83;34.18;146.96;36.19;152.41;37.85;158.16;39.14;164.19;40.01;170.42;40.45;176.80;40.44;183.22;39.99;189.59;39.11;195.82;37.82;201.84;36.15;207.58;34.13;213.02;31.81;218.14;29.21;222.95;26.38;227.44;23.34;231.66;20.13;235.62;16.76;239.35;13.27;242.88;9.66;246.24;5.97;249.47;2.20;252.58;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.10;107.60;5.86;110.71;9.55;113.94;13.14;117.31;16.62;120.85;19.97;124.58;23.17;128.55;26.19;132.76;29.01;137.26;31.58;142.06;33.89;147.17;35.89;152.60;37.54;158.32;38.81;164.32;39.68;170.52;40.11;176.85;40.10;183.23;39.65;189.56;38.77;195.75;37.49;201.74;35.82;207.45;33.82;212.87;31.50;217.97;28.91;222.75;26.09;227.24;23.06;231.44;19.86;235.39;16.50;239.12;13.02;242.64;9.42;246.00;5.73;249.22;1.96;252.33;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.91;107.88;5.66;110.99;9.34;114.21;12.92;117.58;16.40;121.11;19.74;124.84;22.92;128.80;25.93;133.01;28.74;137.49;31.30;142.28;33.60;147.37;35.58;152.78;37.22;158.48;38.49;164.44;39.34;170.60;39.77;176.90;39.76;183.24;39.32;189.53;38.44;195.68;37.16;201.63;35.50;207.32;33.50;212.71;31.20;217.79;28.62;222.56;25.81;227.03;22.79;231.23;19.59;235.17;16.25;238.89;12.77;242.41;9.18;245.76;5.50;248.98;1.74;252.08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.71;108.15;5.46;111.26;9.13;114.48;12.71;117.84;16.17;121.37;19.50;125.10;22.68;129.05;25.68;133.25;28.47;137.72;31.02;142.49;33.30;147.57;35.28;152.95;36.91;158.63;38.16;164.55;39.02;170.68;39.44;176.94;39.43;183.24;38.98;189.49;38.11;195.61;36.84;201.53;35.19;207.19;33.20;212.55;30.90;217.61;28.33;222.37;25.53;226.83;22.52;231.01;19.34;234.95;16.00;238.66;12.53;242.17;8.94;245.52;5.27;248.73;1.51;251.83;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.52;108.42;5.26;111.52;8.92;114.74;12.49;118.10;15.95;121.62;19.27;125.34;22.43;129.29;25.42;133.48;28.20;137.94;30.74;142.70;33.01;147.76;34.98;153.12;36.60;158.77;37.85;164.67;38.69;170.76;39.11;176.98;39.10;183.24;38.65;189.46;37.79;195.54;36.52;201.42;34.88;207.05;32.89;212.40;30.61;217.44;28.05;222.18;25.26;226.62;22.26;230.80;19.08;234.72;15.75;238.43;12.29;241.94;8.71;245.29;5.04;248.49;1.30;251.58;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.32;108.68;5.06;111.78;8.72;114.99;12.27;118.35;15.72;121.87;19.03;125.58;22.19;129.52;25.17;133.71;27.94;138.16;30.47;142.90;32.73;147.94;34.68;153.28;36.29;158.90;37.53;164.77;38.37;170.83;38.79;177.01;38.77;183.24;38.33;189.42;37.46;195.46;36.20;201.32;34.57;206.92;32.60;212.24;30.32;217.26;27.77;221.98;24.99;226.42;22.00;230.58;18.83;234.50;15.51;238.20;12.05;241.71;8.49;245.05;4.83;248.25;1.08;251.33;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-10-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.13;108.94;4.86;112.03;8.51;115.24;12.06;118.59;15.49;122.11;18.80;125.82;21.95;129.75;24.91;133.93;27.67;138.37;30.19;143.10;32.44;148.12;34.38;153.44;35.98;159.03;37.22;164.87;38.05;170.90;38.46;177.04;38.45;183.23;38.01;189.37;37.15;195.39;35.89;201.21;34.27;206.79;32.30;212.08;30.03;217.09;27.50;221.79;24.72;226.22;21.74;230.37;18.58;234.28;15.27;237.97;11.83;241.48;8.27;244.81;4.61;248.01;0.87;251.09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.93;109.19;4.66;112.28;8.30;115.49;11.84;118.83;15.27;122.35;18.56;126.05;21.70;129.97;24.66;134.14;27.41;138.57;29.92;143.29;32.15;148.29;34.09;153.59;35.68;159.16;36.91;164.96;37.73;170.96;38.15;177.07;38.13;183.22;37.69;189.32;36.84;195.31;35.59;201.10;33.97;206.65;32.01;211.92;29.75;216.91;27.23;221.60;24.46;226.01;21.49;230.16;18.34;234.06;15.04;237.75;11.60;241.24;8.05;244.57;4.40;247.77;0.67;250.84;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.74;109.44;4.45;112.53;8.09;115.73;11.63;119.07;15.05;122.58;18.33;126.27;21.46;130.19;24.41;134.35;27.14;138.77;29.64;143.47;31.87;148.46;33.79;153.73;35.38;159.27;36.60;165.05;37.42;171.01;37.83;177.09;37.82;183.20;37.38;189.28;36.53;195.23;35.28;200.99;33.67;206.51;31.73;211.77;29.48;216.73;26.96;221.41;24.21;225.81;21.25;229.95;18.11;233.84;14.81;237.52;11.38;241.01;7.84;244.34;4.20;247.53;0.47;250.60;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.54;109.68;4.25;112.76;7.88;115.96;11.41;119.30;14.82;122.80;18.10;126.49;21.22;130.40;24.15;134.55;26.88;138.96;29.37;143.64;31.59;148.61;33.50;153.87;35.08;159.38;36.29;165.13;37.11;171.06;37.52;177.10;37.51;183.19;37.07;189.22;36.22;195.14;34.99;200.87;33.38;206.37;31.45;211.61;29.21;216.56;26.70;221.22;23.96;225.61;21.01;229.74;17.88;233.62;14.59;237.30;11.17;240.78;7.63;244.11;4.00;247.29;0.28;250.36;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.34;109.92;4.05;113.00;7.67;116.19;11.19;119.52;14.60;123.02;17.87;126.71;20.98;130.61;23.90;134.74;26.62;139.14;29.10;143.81;31.31;148.76;33.22;154.00;34.79;159.49;35.99;165.21;36.81;171.11;37.21;177.12;37.20;183.16;36.77;189.17;35.93;195.05;34.69;200.76;33.10;206.24;31.17;211.45;28.94;216.38;26.45;221.03;23.71;225.41;20.77;229.53;17.65;233.41;14.37;237.08;10.96;240.56;7.43;243.87;3.80;247.05;0.09;250.12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.15;110.15;3.85;113.23;7.46;116.41;10.98;119.74;14.37;123.23;17.63;126.91;20.74;130.80;23.65;134.93;26.36;139.32;28.83;143.97;31.03;148.91;32.93;154.12;34.50;159.59;35.70;165.28;36.51;171.15;36.91;177.12;36.90;183.14;36.47;189.11;35.63;194.97;34.41;200.64;32.82;206.10;30.90;211.29;28.68;216.20;26.20;220.84;23.47;225.21;20.54;229.32;17.43;233.19;14.16;236.85;10.76;240.33;7.23;243.64;3.61;246.82;-0.09;249.88;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.05;110.38;3.65;113.45;7.26;116.63;10.76;119.95;14.15;123.44;17.40;127.11;20.50;131.00;23.41;135.11;26.11;139.49;28.57;144.13;30.76;149.05;32.65;154.24;34.21;159.68;35.40;165.34;36.21;171.18;36.61;177.13;36.60;183.11;36.17;189.05;35.34;194.88;34.13;200.53;32.55;205.95;30.64;211.13;28.43;216.03;25.95;220.65;23.24;225.01;20.32;229.11;17.22;232.98;13.95;236.63;10.56;240.10;7.04;243.41;3.43;246.58;-0.27;249.64;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.24;110.60;3.45;113.66;7.05;116.84;10.55;120.16;13.93;123.64;17.17;127.30;20.26;131.18;23.16;135.29;25.85;139.65;28.30;144.28;30.49;149.18;32.37;154.35;33.92;159.77;35.11;165.40;35.92;171.21;36.32;177.12;36.31;183.07;35.88;188.98;35.06;194.78;33.85;200.41;32.28;205.81;30.38;210.97;28.18;215.85;25.71;220.46;23.01;224.81;20.10;228.90;17.01;232.76;13.75;236.41;10.37;239.88;6.86;243.18;3.25;246.35;-0.44;249.40;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.44;110.81;3.25;113.87;6.84;117.05;10.34;120.36;13.71;123.83;16.95;127.49;20.02;131.36;22.91;135.46;25.60;139.81;28.04;144.42;30.22;149.30;32.10;154.45;33.64;159.85;34.83;165.46;35.63;171.23;36.03;177.12;36.02;183.04;35.60;188.92;34.78;194.69;33.58;200.29;32.02;205.67;30.13;210.81;27.94;215.67;25.48;220.27;22.79;224.61;19.89;228.69;16.80;232.55;13.56;236.19;10.18;239.66;6.68;242.96;3.08;246.12;-0.61;249.17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.63;111.02;3.05;114.08;6.64;117.25;10.12;120.55;13.49;124.02;16.72;127.67;19.79;131.53;22.67;135.62;25.35;139.96;27.78;144.56;29.95;149.42;31.82;154.55;33.36;159.92;34.54;165.50;35.34;171.25;35.74;177.11;35.74;183.00;35.32;188.85;34.51;194.59;33.31;200.17;31.76;205.53;29.88;210.64;27.70;215.50;25.25;220.08;22.57;224.41;19.68;228.49;16.60;232.34;13.37;235.98;10.00;239.43;6.50;242.73;2.91;245.89;-0.77;248.93;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.83;111.23;2.85;114.28;6.43;117.44;9.91;120.74;13.27;124.20;16.49;127.85;19.55;131.70;22.43;135.78;25.10;140.10;27.53;144.69;29.69;149.53;31.55;154.64;33.09;159.99;34.26;165.55;35.06;171.27;35.46;177.09;35.46;182.95;35.05;188.77;34.24;194.49;33.05;200.04;31.51;205.38;29.64;210.48;27.47;215.32;25.03;219.90;22.36;224.21;19.47;228.28;16.41;232.13;13.18;235.76;9.82;239.21;6.34;242.51;2.75;245.66;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.65;114.47;6.23;117.63;9.70;120.92;13.05;124.38;16.27;128.02;19.32;131.86;22.19;135.93;24.85;140.24;27.27;144.81;29.43;149.64;31.29;154.73;32.82;160.05;33.99;165.58;34.79;171.28;35.19;177.07;35.18;182.90;34.78;188.70;33.98;194.39;32.80;199.92;31.26;205.24;29.40;210.32;27.24;215.15;24.81;219.71;22.15;224.02;19.28;228.08;16.22;231.92;13.00;235.55;9.65;239.00;6.17;242.28;2.59;245.43;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.45;114.66;6.02;117.81;9.49;121.10;12.84;124.55;16.05;128.18;19.09;132.01;21.95;136.07;24.61;140.37;27.02;144.93;29.17;149.74;31.02;154.81;32.55;160.11;33.72;165.62;34.52;171.28;34.92;177.05;34.92;182.85;34.51;188.62;33.72;194.29;32.55;199.79;31.02;205.09;29.17;210.16;27.02;214.97;24.60;219.52;21.95;223.82;19.09;227.88;16.04;231.71;12.83;235.33;9.48;238.78;6.01;242.06;2.44;245.21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.25;114.84;5.82;117.98;9.28;121.27;12.62;124.71;15.82;128.33;18.86;132.16;21.72;136.21;24.37;140.50;26.77;145.04;28.92;149.83;30.76;154.88;32.29;160.16;33.45;165.64;34.25;171.28;34.65;177.02;34.65;182.80;34.26;188.54;33.47;194.18;32.30;199.67;30.79;204.95;28.94;210.00;26.80;214.79;24.40;219.34;21.75;223.63;18.90;227.67;15.86;231.50;12.66;235.12;9.32;238.56;5.86;241.84;2.30;244.99;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.06;115.01;5.62;118.15;9.07;121.43;12.41;124.87;15.60;128.48;18.64;132.30;21.49;136.34;24.13;140.61;26.53;145.14;28.67;149.92;30.51;154.95;32.03;160.20;33.19;165.66;33.99;171.28;34.39;176.99;34.40;182.74;34.00;188.46;33.22;194.07;32.07;199.54;30.56;204.80;28.72;209.83;26.59;214.62;24.20;219.15;21.57;223.43;18.72;227.47;15.69;231.29;12.50;234.91;9.17;238.35;5.72;241.63;2.16;244.77;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-11-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.86;115.18;5.42;118.32;8.87;121.59;12.20;125.02;15.39;128.62;18.41;132.43;21.26;136.46;23.89;140.72;26.29;145.24;28.42;150.00;30.26;155.01;31.77;160.24;32.94;165.68;33.73;171.27;34.14;176.96;34.14;182.68;33.76;188.37;32.98;193.96;31.83;199.41;30.33;204.65;28.51;209.67;26.39;214.44;24.01;218.97;21.38;223.24;18.55;227.28;15.53;231.09;12.35;234.70;9.02;238.14;5.58;241.41;2.02;244.55;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
